number,pokemon_name,type_main,type_sub,height,weight,generation,bmi,description_main,description_sub,category,ability_main,ability_sub,weaknesses,hp,attack,defense,sp.atk,sp.def,speed,total,evolutions,evolution_type,hidden_ability,evolution_list_index
174,Igglybuff,Normal,Fairy,0.3,1.0,2.0,11.1,Igglybuff loves to sing. Its marshmallow-like body gives off a faint sweet smell.,"Taking advantage of the softness of its body, Igglybuff moves as if bouncing. Its body turns a deep pink when its temperature rises.",Balloon,Cute Charm,Competitive,"['Steel', 'Poison']",90.0,30.0,15.0,40.0,20.0,15.0,210.0,"['Igglybuff', 'Jigglypuff', 'Wigglytuff']",3 stages evolution,Friend Guard,"['174', '039', '040']"
175,Togepi,Fairy,,0.3,1.5,2.0,16.7,The shell seems to be filled with joy. It is said that it will share good luck when treated kindly.,It is considered to be a symbol of good luck. Its shell is said to be filled with happiness.,Spike Ball,Serene Grace,Hustle,"['Steel', 'Poison']",35.0,20.0,65.0,40.0,65.0,20.0,245.0,"['Togepi', 'Togetic', 'Togekiss']",3 stages evolution,Super Luck,"['175', '176', '468']"
176,Togetic,Fairy,Flying,0.6,3.2,2.0,8.9,"They say that it will appear before kindhearted, caring people and shower them with happiness.",It grows dispirited if it is not with kind people. It can float in midair without moving its wings.,Happiness,Serene Grace,Hustle,"['Steel', 'Poison', 'Electric', 'Ice', 'Rock']",55.0,40.0,85.0,80.0,105.0,40.0,405.0,"['Togepi', 'Togetic', 'Togekiss']",3 stages evolution,Super Luck,"['175', '176', '468']"
177,Natu,Psychic,Flying,0.2,2.0,2.0,50.0,It is extremely good at climbing tree trunks and likes to eat the new sprouts on the trees.,"Because its wings aren’t yet fully grown, it has to hop to get around. It is always staring at something.",Tiny Bird,Synchronize,Early Bird,"['Ghost', 'Dark', 'Electric', 'Ice', 'Rock']",40.0,50.0,45.0,70.0,45.0,70.0,320.0,"['Natu', 'Xatu']",2 stages evolution,Magic Bounce,"['177', '178']"
178,Xatu,Psychic,Flying,1.5,15.0,2.0,6.7,They say that it stays still and quiet because it is seeing both the past and future at the same time.,This odd Pokémon can see both the past and the future. It eyes the sun’s movement all day.,Mystic,Synchronize,Early Bird,"['Ghost', 'Dark', 'Electric', 'Ice', 'Rock']",65.0,75.0,70.0,95.0,70.0,95.0,470.0,"['Natu', 'Xatu']",2 stages evolution,Magic Bounce,"['177', '178']"
179,Mareep,Electric,,0.6,7.8,2.0,21.7,"Clothing made from Mareep’s fleece is easily charged with static electricity, so a special process is used on it.","Rubbing its fleece generates electricity. You’ll want to pet it because it’s cute, but if you use your bare hand, you’ll get a painful shock.",Wool,Static,,['Ground'],55.0,40.0,40.0,65.0,45.0,35.0,280.0,"['Mareep', 'Flaaffy', 'Ampharos']",3 stages evolution,Plus,"['179', '180', '181']"
180,Flaaffy,Electric,,0.8,13.3,2.0,20.8,"In the places on its body where fleece doesn’t grow, its skin is rubbery and doesn’t conduct electricity. Those spots are safe to touch.","It stores electricity in its fluffy fleece. If it stores up too much, it will start to go bald in those patches.",Wool,Static,,['Ground'],70.0,55.0,55.0,80.0,60.0,45.0,365.0,"['Mareep', 'Flaaffy', 'Ampharos']",3 stages evolution,Plus,"['179', '180', '181']"
181,Ampharos,Electric,,1.4,61.5,2.0,31.4,"The light from its tail can be seen from space. This is why you can always tell exactly where it is, which is why it usually keeps the light off.",Its tail shines bright and strong. It has been prized since long ago as a beacon for sailors.,Light,Static,,['Ground'],90.0,75.0,85.0,115.0,90.0,55.0,510.0,"['Mareep', 'Flaaffy', 'Ampharos']",3 stages evolution,Plus,"['179', '180', '181']"
182,Bellossom,Grass,,0.4,5.8,2.0,36.3,"Plentiful in the tropics. When it dances, its petals rub together and make a pleasant ringing sound.",Bellossom gather at times and appear to dance. They say that the dance is a ritual to summon the sun.,Flower,Chlorophyll,,"['Fire', 'Flying', 'Ice', 'Poison', 'Bug']",75.0,80.0,95.0,90.0,100.0,50.0,490.0,"['Oddish', 'Gloom', ['Vileplume', 'Bellossom']]",3 stages evolution with 2 forms in last stage,Healer,"['043', '044', ['045', '182']]"
183,Marill,Water,Fairy,0.4,8.5,2.0,53.1,This Pokémon uses its round tail as a float. The ball of Marill’s tail is filled with nutrients that have been turned into an oil.,"Even after Marill swims in a cold sea, its water- repellent fur dries almost as soon as Marill leaves the water. That’s why this Pokémon is never cold.",Aqua Mouse,Thick Fat,Huge Power,"['Grass', 'Electric', 'Poison']",70.0,20.0,50.0,20.0,50.0,40.0,250.0,"['Azurill', 'Marill', 'Azumarill']",3 stages evolution,Sap Sipper,"['298', '183', '184']"
184,Azumarill,Water,Fairy,0.8,28.5,2.0,44.5,"It spends most of its time in the water. On sunny days, Azumarill floats on the surface of the water and sunbathes.","These Pokémon create air-filled bubbles. When Azurill play in rivers, Azumarill will cover them with these bubbles.",Aqua Rabbit,Thick Fat,Huge Power,"['Grass', 'Electric', 'Poison']",100.0,50.0,80.0,60.0,80.0,50.0,420.0,"['Azurill', 'Marill', 'Azumarill']",3 stages evolution,Sap Sipper,"['298', '183', '184']"
185,Sudowoodo,Rock,,1.2,38.0,2.0,26.4,"If a tree branch shakes when there is no wind, it’s a Sudowoodo, not a tree. It hides from the rain.","It disguises itself as a tree to avoid attack. It hates water, so it will disappear if it starts raining.",Imitation,Rock Head,Sturdy,"['Water', 'Steel', 'Grass', 'Fighting', 'Ground']",70.0,100.0,115.0,30.0,65.0,30.0,410.0,"['Bonsly', 'Sudowoodo']",2 stages evolution,Rattled,"['438', '185']"
186,Politoed,Water,,1.1,33.9,2.0,28.0,"At nightfall, these Pokémon appear on the shores of lakes. They announce their territorial claims by letting out cries that sound like shouting.","The cry of a male is louder than that of a female. Male Politoed with deep, menacing voices find more popularity with the opposite gender.",Frog,Damp,Water Absorb,"['Grass', 'Electric']",90.0,75.0,75.0,90.0,100.0,70.0,500.0,"['Poliwag', 'Poliwhirl', ['Poliwrath', 'Politoed']]",3 stages evolution with 2 forms in last stage,Drizzle,"['060', '061', ['062', '186']]"
187,Hoppip,Grass,Flying,0.4,0.5,2.0,3.1,"This Pokémon drifts and floats with the wind. If it senses the approach of strong winds, Hoppip links its leaves with other Hoppip to prepare against being blown away.","This Pokémon drifts and floats with the wind. If it senses the approach of strong winds, Hoppip links its leaves with other Hoppip to prepare against being blown away.",Cottonweed,Chlorophyll,Leaf Guard,"['Fire', 'Flying', 'Poison', 'Rock']",35.0,35.0,40.0,35.0,55.0,50.0,250.0,"['Hoppip', 'Skiploom', 'Jumpluff']",3 stages evolution,Infiltrator,"['187', '188', '189']"
188,Skiploom,Grass,Flying,0.6,1.0,2.0,2.8,"Skiploom’s flower blossoms when the temperature rises above 64 degrees Fahrenheit. How much the flower opens depends on the temperature. For that reason, this Pokémon is sometimes used as a thermometer.","Skiploom’s flower blossoms when the temperature rises above 64 degrees Fahrenheit. How much the flower opens depends on the temperature. For that reason, this Pokémon is sometimes used as a thermometer.",Cottonweed,Chlorophyll,Leaf Guard,"['Fire', 'Flying', 'Poison', 'Rock']",55.0,45.0,50.0,45.0,65.0,80.0,340.0,"['Hoppip', 'Skiploom', 'Jumpluff']",3 stages evolution,Infiltrator,"['187', '188', '189']"
189,Jumpluff,Grass,Flying,0.8,3.0,2.0,4.7,Jumpluff rides warm southern winds to cross the sea and fly to foreign lands. The Pokémon descends to the ground when it encounters cold air while it is floating.,Jumpluff rides warm southern winds to cross the sea and fly to foreign lands. The Pokémon descends to the ground when it encounters cold air while it is floating.,Cottonweed,Chlorophyll,Leaf Guard,"['Fire', 'Flying', 'Poison', 'Rock']",75.0,55.0,70.0,55.0,95.0,110.0,460.0,"['Hoppip', 'Skiploom', 'Jumpluff']",3 stages evolution,Infiltrator,"['187', '188', '189']"
190,Aipom,Normal,,0.8,11.5,2.0,18.0,"As it did more and more with its tail, its hands became clumsy. It makes its nest high in the treetops.","It searches for prey from the tops of trees. When it spots its favorite food, Bounsweet, Aipom gets excited and pounces.",Long Tail,Run Away,Pickup,['Fighting'],55.0,70.0,55.0,40.0,55.0,85.0,360.0,"['Aipom', 'Ambipom']",2 stages evolution,Skill Link,"['190', '424']"
191,Sunkern,Grass,,0.3,1.8,2.0,20.0,"Sunkern tries to move as little as it possibly can. It does so because it tries to conserve all the nutrients it has stored in its body for its evolution. It will not eat a thing, subsisting only on morning dew.","Sunkern tries to move as little as it possibly can. It does so because it tries to conserve all the nutrients it has stored in its body for its evolution. It will not eat a thing, subsisting only on morning dew.",Seed,Chlorophyll,Solar Power,"['Fire', 'Flying', 'Ice', 'Poison', 'Bug']",30.0,30.0,30.0,30.0,30.0,30.0,180.0,"['Sunkern', 'Sunflora']",2 stages evolution,Early Bird,"['191', '192']"
192,Sunflora,Grass,,0.8,8.5,2.0,13.3,Sunflora converts solar energy into nutrition. It moves around actively in the daytime when it is warm. It stops moving as soon as the sun goes down for the night.,Sunflora converts solar energy into nutrition. It moves around actively in the daytime when it is warm. It stops moving as soon as the sun goes down for the night.,Sun,Chlorophyll,Solar Power,"['Fire', 'Flying', 'Ice', 'Poison', 'Bug']",75.0,75.0,55.0,105.0,85.0,30.0,425.0,"['Sunkern', 'Sunflora']",2 stages evolution,Early Bird,"['191', '192']"
193,Yanma,Bug,Flying,1.2,38.0,2.0,26.4,Yanma is capable of seeing 360 degrees without having to move its eyes. It is a great flier that is adept at making sudden stops and turning midair. This Pokémon uses its flying ability to quickly chase down targeted prey.,Yanma is capable of seeing 360 degrees without having to move its eyes. It is a great flier that is adept at making sudden stops and turning midair. This Pokémon uses its flying ability to quickly chase down targeted prey.,Clear Wing,Compound Eyes,Speed Boost,"['Fire', 'Flying', 'Electric', 'Ice']",65.0,65.0,45.0,75.0,45.0,95.0,390.0,"['Yanma', 'Yanmega']",2 stages evolution,Frisk,"['193', '469']"
194,Wooper,Water,Ground,0.4,8.5,2.0,53.1,This Pokémon lives in cold water. It will leave the water to search for food when it gets cold outside.,"When walking on land, it covers its body with a poisonous film that keeps its skin from dehydrating.",Water Fish,Damp,Water Absorb,[],55.0,45.0,45.0,25.0,25.0,15.0,210.0,"['Wooper', 'Quagsire']",2 stages evolution,Unaware,"['194', '195']"
195,Quagsire,Water,Ground,1.4,75.0,2.0,38.3,It has an easygoing nature. It doesn’t care if it bumps its head on boats and boulders while swimming.,Its body is always slimy. It often bangs its head on the river bottom as it swims but seems not to care.,Water Fish,Damp,Water Absorb,[],95.0,85.0,85.0,65.0,65.0,35.0,430.0,"['Wooper', 'Quagsire']",2 stages evolution,Unaware,"['194', '195']"
196,Espeon,Psychic,,0.9,26.5,2.0,32.7,"By reading air currents, it can predict things such as the weather or its foe’s next move.","It unleashes psychic power from the orb on its forehead. When its power is exhausted, the orb grows dull and dark.",Sun,Synchronize,,"['Ghost', 'Dark', 'Bug']",65.0,65.0,60.0,130.0,95.0,110.0,525.0,"['Eevee', ['Vaporeon', 'Jolteon', 'Flareon', 'Espeon', 'Umbreon', 'Leafeon', 'Glaceon', 'Sylveon']]",2 stages evolution with 8 forms,Magic Bounce,"['133', ['134', '135', '136', '196', '197', '470', '471', '700']]"
197,Umbreon,Dark,,1.0,27.0,2.0,27.0,"When this Pokémon becomes angry, its pores secrete a poisonous sweat, which it sprays at its opponent’s eyes.","On the night of a full moon, or when it gets excited, the ring patterns on its body glow yellow.",Moonlight,Synchronize,,"['Fairy', 'Bug', 'Fighting']",95.0,65.0,110.0,60.0,130.0,65.0,525.0,"['Eevee', ['Vaporeon', 'Jolteon', 'Flareon', 'Espeon', 'Umbreon', 'Leafeon', 'Glaceon', 'Sylveon']]",2 stages evolution with 8 forms,Inner Focus,"['133', ['134', '135', '136', '196', '197', '470', '471', '700']]"
198,Murkrow,Dark,Flying,0.5,2.1,2.0,8.4,It has a weakness for shiny things. It’s been known to sneak into the nests of Gabite—noted collectors of jewels—in search of treasure.,"It searches for shiny things for its boss. Murkrow’s presence is said to be unlucky, so many people detest it.",Darkness,Insomnia,Super Luck,"['Fairy', 'Electric', 'Ice', 'Rock']",60.0,85.0,42.0,85.0,42.0,91.0,405.0,"['Murkrow', 'Honchkrow']",2 stages evolution,Prankster,"['198', '430']"
199,Slowking,Water,Psychic,2.0,79.5,2.0,19.9,"Miraculously, this former Slowpoke’s latent intelligence was drawn out when Shellder poison raced through its brain.","Slowking can solve any problem presented to it, but no one can understand a thing Slowking says.",Royal,Oblivious,Own Tempo,"['Ghost', 'Dark', 'Grass', 'Electric', 'Bug']",95.0,75.0,80.0,100.0,110.0,30.0,490.0,"['Slowpoke', ['Slowbro', 'Slowking']]",2 stages evolution with 2 forms,Regenerator,"['079', ['080', '199']]"
200,Misdreavus,Ghost,,0.7,1.0,2.0,2.0,"What gives meaning to its life is surprising others. If you set your ear against the red orbs around its neck, you can hear shrieking.",What makes it happy is imitating the voices of weeping people and scaring everyone. It doesn’t deal well with folks who aren’t easily frightened.,Screech,Levitate,,"['Ghost', 'Dark']",60.0,60.0,60.0,85.0,85.0,85.0,435.0,"['Misdreavus', 'Mismagius']",2 stages evolution,,"['200', '429']"
201,Unown,Psychic,,0.5,5.0,2.0,20.0,"This Pokémon is shaped like ancient writing. It is a mystery as to which came first, the ancient writings or the various Unown. Research into this topic is ongoing but nothing is known.","This Pokémon is shaped like ancient writing. It is a mystery as to which came first, the ancient writings or the various Unown. Research into this topic is ongoing but nothing is known.",Symbol,Levitate,,"['Ghost', 'Dark', 'Bug']",48.0,72.0,48.0,72.0,48.0,48.0,336.0,,No evolution,,
202,Wobbuffet,Psychic,,1.3,28.5,2.0,16.9,"It hates light and shock. If attacked, it inflates its body to pump up its counterstrike.","To keep its pitch-black tail hidden, it lives quietly in the darkness. It is never first to attack.",Patient,Shadow Tag,,"['Ghost', 'Dark', 'Bug']",190.0,33.0,58.0,33.0,58.0,33.0,405.0,"['Wynaut', 'Wobbuffet']",2 stages evolution,Telepathy,"['360', '202']"
203,Girafarig,Normal,Psychic,1.5,41.5,2.0,18.4,"Girafarig’s rear head also has a brain, but it is small. The rear head attacks in response to smells and sounds. Approaching this Pokémon from behind can cause the rear head to suddenly lash out and bite.","Girafarig’s rear head contains a tiny brain that is too small for thinking. However, the rear head doesn’t need to sleep, so it can keep watch over its surroundings 24 hours a day.",Long Neck,Inner Focus,Early Bird,"['Dark', 'Bug']",70.0,80.0,65.0,90.0,65.0,85.0,455.0,,No evolution,Sap Sipper,
204,Pineco,Bug,,0.6,7.2,2.0,20.0,"Motionless, it hangs from trees, waiting for its bug Pokémon prey to come to it. Its favorite in Alola is Cutiefly.","It sticks tree bark to itself with its saliva, making itself thicker and larger. Elderly Pineco are ridiculously huge.",Bagworm,Sturdy,,"['Fire', 'Flying', 'Rock']",50.0,65.0,90.0,35.0,35.0,15.0,290.0,"['Pineco', 'Forretress']",2 stages evolution,Overcoat,"['204', '205']"
205,Forretress,Bug,Steel,1.2,125.8,2.0,87.4,"When something approaches it, it fires off fragments of its steel shell in attack. This is not a conscious action but a conditioned reflex.","In the moment that it gulps down its prey, the inside of its shell is exposed, but to this day, no one has ever seen that sight.",Bagworm,Sturdy,,[],75.0,90.0,140.0,60.0,60.0,40.0,465.0,"['Pineco', 'Forretress']",2 stages evolution,Overcoat,"['204', '205']"
206,Dunsparce,Normal,,1.5,14.0,2.0,6.2,This Pokémon’s tiny wings have some scientists saying that Dunsparce used to fly through the sky in ancient times.,The nests Dunsparce live in are mazes of tunnels. They never get lost in their own nests—they can tell where they are by the scent of the dirt.,Land Snake,Run Away,Serene Grace,['Fighting'],100.0,70.0,70.0,65.0,65.0,45.0,415.0,,No evolution,Rattled,
207,Gligar,Ground,Flying,1.1,64.8,2.0,53.6,"Gligar glides through the air without a sound as if it were sliding. This Pokémon hangs on to the face of its foe using its clawed hind legs and the large pincers on its forelegs, then injects the prey with its poison barb.","Gligar glides through the air without a sound as if it were sliding. This Pokémon hangs on to the face of its foe using its clawed hind legs and the large pincers on its forelegs, then injects the prey with its poison barb.",Fly Scorpion,Sand Veil,Hyper Cutter,['Water'],65.0,75.0,105.0,35.0,65.0,85.0,430.0,"['Gligar', 'Gliscor']",2 stages evolution,Immunity,"['207', '472']"
